阿拉伯语 a1'la1'bo2'yu3
猝不及防 cu4'bu4'ji2'fang2
催人泪下 cui1'ren2'lei4'xia4
摧枯拉朽 cui1'ku1'la1'xiu3
村规民约 cun1'gui1'min2'yue1
寸草不留 cun4'cao3'bu4'liu2
寸步不离 cun4'bu4'bu4'li2
寸步不让 cun4'bu4'bu4'rang4
寸步难行 cun4'bu4'nan2'xing2
寸草不生 cun4'cao3'bu4'sheng1
寸土必争 cun4'tu3'bi4'zheng1
蹉跎岁月 cuo1'tuo2'sui4'yue4
措手不及 cuo4'shou3'bu4'ji2
错落有致 cuo4'luo4'you3'zhi4
错综复杂 cuo4'zong1'fu4'za2
达官贵人 da2'guan1'gui4'ren2
达斡尔族 da2'wo4'er3'zu2
答非所问 da2'fei1'suo3'wen4
打光棍儿 da3'guang1'gun4'er
打预防针 da3'yu4'fang2'zhen1
打照面儿 da3'zhao4'mian4'er
打抱不平 da3'bao4'bu4'ping2
打擦边球 da3'ca1'bian1'qiu2
打草惊蛇 da3'cao3'jing1'she2
打成一片 da3'cheng2'yi1'pian4
打道回府 da3'dao4'hui2'fu3
打翻身仗 da3'fan1'shen1'zhang4
打躬作揖 da3'gong1'zuo4'yi1
打击乐器 da3'ji1'yue4'qi4
打家劫舍 da3'jia1'jie2'she4
打歼灭战 da3'jian1'mie4'zhan4
打落水狗 da3'luo4'shui3'gou3
打马虎眼 da3'ma3'hu'yan3
打情骂俏 da3'qing2'ma4'qiao4
打入冷宫 da3'ru4'leng3'gong1
打太极拳 da3'tai4'ji2'quan2
打退堂鼓 da3'tui4'tang2'gu3
打小报告 da3'xiao3'bao4'gao4
打小算盘 da3'xiao3'suan4'pan2
大而无当 da4'er2'wu2'dang4
大发雷霆 da4'fa1'lei2'ting2
大惊失色 da4'jing1'shi1'se4
大快人心 da4'kuai4'ren2'xin1
大器晚成 da4'qi4'wan3'cheng2
大失所望 da4'shi1'suo3'wang4
大而化之 da4'er2'hua4'zhi1
大包大揽 da4'bao1'da4'lan3
大包干儿 da4'bao1'gan1'er
大饱眼福 da4'bao3'yan3'fu2
大步流星 da4'bu4'liu2'xing1
大材小用 da4'cai2'xiao3'yong4
大操大办 da4'cao1'da4'ban4
大肠杆菌 da4'chang2'gan3'jun1
大吵大闹 da4'chao3'da4'nao4
大彻大悟 da4'che4'da4'wu4
大吃大喝 da4'chi1'da4'he1
大吃一惊 da4'chi1'yi1'jing1
大吹大擂 da4'chui1'da4'lei2
大慈大悲 da4'ci2'da4'bei1
大错特错 da4'cuo4'te4'cuo4
大打出手 da4'da3'chu1'shou3
大大咧咧 da4'da'lie1'lie1
大刀阔斧 da4'dao1'kuo4'fu3
大敌当前 da4'di2'dang1'qian2
大动干戈 da4'dong4'gan1'ge1
大放厥词 da4'fang4'jue2'ci2
大放异彩 da4'fang4'yi4'cai3
大风大浪 da4'feng1'da4'lang4
大腹便便 da4'fu4'pian2'pian2
大功告成 da4'gong1'gao4'cheng2
大公无私 da4'gong1'wu2'si1
大骨节病 da4'gu3'jie2'bing4
大海捞针 da4'hai3'lao1'zhen1
大轰大嗡 da4'hong1'da4'weng1
大红大紫 da4'hong2'da4'zi3
大惑不解 da4'huo4'bu4'jie3
大家闺秀 da4'jia1'gui1'xiu4
大家伙儿 da4'jia1'huo'er2
大街小巷 da4'jie1'xiao3'xiang4
大惊小怪 da4'jing1'xiao3'guai4
大马哈鱼 da4'ma3'ha1'yu2
大梦初醒 da4'meng4'chu1'xing3
大鸣大放 da4'ming2'da4'fang4
大名鼎鼎 da4'ming2'ding3'ding3
大谬不然 da4'miu4'bu4'ran2
大模大样 da4'mu2'da4'yang4
大难不死 da4'nan4'bu4'si3
大难临头 da4'nan4'lin2'tou2
大逆不道 da4'ni4'bu4'dao4
大年三十 da4'nian2'san1'shi2
大起大落 da4'qi3'da4'luo4
大气磅礴 da4'qi4'pang2'bo2
大气污染 da4'qi4'wu1'ran3
大千世界 da4'qian1'shi4'jie4
大煞风景 da4'sha1'feng1'jing3
大是大非 da4'shi4'da4'fei1
大事化小 da4'shi4'hua4'xiao3
大势所趋 da4'shi4'suo3'qu1
大势已去 da4'shi4'yi3'qu4
大手大脚 da4'shou3'da4'jiao3
大书特书 da4'shu1'te4'shu1
大天白日 da4'tian1'bai2'ri4
大田作物 da4'tian2'zuo4'wu4
大庭广众 da4'ting2'guang3'zhong4
大同小异 da4'tong2'xiao3'yi4
大碗儿茶 da4'wan3'er2'cha2
大喜过望 da4'xi3'guo4'wang4
大显身手 da4'xian3'shen1'shou3
大显神通 da4'xian3'shen2'tong1
大相径庭 da4'xiang1'jing4'ting2
大兴土木 da4'xing1'tu3'mu4
大行其道 da4'xing2'qi2'dao4
大雄宝殿 da4'xiong2'bao3'dian4
大雅之堂 da4'ya3'zhi1'tang2
大言不惭 da4'yan2'bu4'can2
大摇大摆 da4'yao2'da4'bai3
大义凛然 da4'yi4'lin3'ran2
大义灭亲 da4'yi4'mie4'qin1
大有可为 da4'you3'ke3'wei2
大有人在 da4'you3'ren2'zai4
大有文章 da4'you3'wen2'zhang1
大有希望 da4'you3'xi1'wang4
大有作为 da4'you3'zuo4'wei2
大张旗鼓 da4'zhang1'qi2'gu3
大政方针 da4'zheng4'fang1'zhen1
大智若愚 da4'zhi4'ruo4'yu2
大众传播 da4'zhong4'chuan2'bo1
大做文章 da4'zuo4'wen2'zhang1
呆若木鸡 dai1'ruo4'mu4'ji1
呆头呆脑 dai1'tou2'dai1'nao3
代代相传 dai4'dai4'xiang1'chuan2
待价而沽 dai4'jia4'er2'gu1
戴高帽子 dai4'gao1'mao4'zi3
戴绿帽子 dai4'lv4'mao4'zi
戴罪立功 dai4'zui4'li4'gong1
单刀宜入 dan1'dao1'yi2'ru4
单口相声 dan1'kou3'xiang4'sheng
单枪匹马 dan1'qiang1'pi3'ma3
单身贵族 dan1'shen1'gui4'zu2
担惊受怕 dan1'jing1'shou4'pa4
殚精竭虑 dan1'jing1'jie2'lv4
胆大包天 dan3'da4'bao1'tian1
胆大妄为 dan3'da4'wang4'wei2
胆大心细 dan3'da4'xin1'xi4
胆小怕事 dan3'xiao3'pa4'shi4
胆小如鼠 dan3'xiao3'ru2'shu3
胆战心惊 dan3'zhan4'xin1'jing1
旦夕祸福 dan4'xi1'huo4'fu2
弹尽粮绝 dan4'jin4'liang2'jue2
弹丸之地 dan4'wan2'zhi1'di4
弹无虚发 dan4'wu2'xu1'fa1
淡而无味 dan4'er2'wu2'wei4
淡妆浓抹 dan4'zhuang1'nong2'mo3
当机立断 dang1'ji1'li4'duan4
当仁不让 dang1'ren2'bu4'rang4
当头棒喝 dang1'tou2'bang4'he4
当头一棒 dang1'tou2'yi1'bang4
当务之急 dang1'wu4'zhi1'ji2
当之无愧 dang1'zhi1'wu2'kui4
当中间儿 dang1'zhong1'jian4'er
党同伐异 dang3'tong2'fa2'yi4
党政工团 dang3'zheng4'gong1'tuan2
荡气回肠 dang4'qi4'hui2'chang2
荡然无存 dang4'ran2'wu2'cun2
刀耕火种 dao1'geng1'huo3'zhong4
刀光剑影 dao1'guang1'jian4'ying3
刀枪不入 dao1'qiang1'bu4'ru4
倒买倒卖 dao3'mai3'dao3'mai4
倒背如流 dao4'bei4'ru2'liu2
倒打一耙 dao4'da3'yi1'pa2
倒果为因 dao4'guo3'wei2'yin1
倒行逆施 dao4'xing2'ni4'shi1
道不拾遗 dao4'bu4'shi2'yi2
道貌岸然 dao4'mao4'an4'ran2
道听途说 dao4'ting1'tu2'shuo1
道学先生 dao4'xue2'xian1'sheng1
得不偿失 de2'bu4'chang2'shi1
得寸进尺 de2'cun4'jin4'chi3
得而复失 de2'er2'fu4'shi1
得过且过 de2'guo4'qie3'guo4
得陇望蜀 de2'long3'wang4'shu3
得其所哉 de2'qi2'suo3'zai1
得天独厚 de2'tian1'du2'hou4
得心应手 de2'xin1'ying4'shou3
得意忘形 de2'yi4'wang4'xing2
得意洋洋 de2'yi4'yang2'yang2
德才兼备 de2'cai2'jian1'bei4
德高望重 de2'gao1'wang4'zhong4
灯红酒绿 deng1'hong2'jiu3'lv4
登峰造极 deng1'feng1'zao4'ji2
登堂入室 deng1'tang2'ru4'shi4
等而下之 deng3'er2'xia4'zhi1
等量齐观 deng3'liang4'qi2'guan1
等米下锅 deng3'mi3'xia4'guo1
等闲视之 deng3'xian2'shi4'zhi1
低等动物 di1'deng3'dong4'wu4
低眉顺眼 di1'mei2'shun4'yan3
低三下四 di1'san1'xia4'si4
低声下气 di1'sheng1'xia4'qi4
滴水不漏 di1'shui3'bu4'lou4
滴水成冰 di1'shui3'cheng2'bing1
滴水穿石 di1'shui3'chuan1'shi2
地大物博 di4'da4'wu4'bo2
地方主义 di4'fang1'zhu3'yi4
地广人稀 di4'guang3'ren2'xi1
地久天长 di4'jiu3'tian1'chang2
地老天荒 di4'lao3'tian1'huang1
地灵人杰 di4'ling2'ren2'jie2
地下工厂 di4'xia4'gong1'chang3
帝国主义 di4'guo2'zhu3'yi4
帝王将相 di4'wang2'jiang4'xiang4
第二产业 di4'er4'chan3'ye4
第二课堂 di4'er4'ke4'tang2
第二人称 di4'er4'ren2'cheng1
第二梯队 di4'er4'ti1'dui4
第二职业 di4'er4'zhi2'ye4
第三产业 di4'san1'chan3'ye4
第三人称 di4'san1'ren2'cheng1
第三世界 di4'san1'shi4'jie4
第三梯队 di4'san1'ti1'dui4
第一把手 di4'yi1'ba3'shou3
第一产业 di4'yi1'chan3'ye4
第一夫人 di4'yi1'fu1'ren2
第一人称 di4'yi1'ren2'cheng1
第一时间 di4'yi1'shi2'jian1
颠倒是非 dian1'dao3'shi4'fei1
颠倒黑白 dian1'dao3'hei1'bai2
颠来倒去 dian1'lai2'dao3'qu4
颠沛流离 dian1'pei4'liu2'li2
颠扑不破 dian1'pu1'bu4'po4
颠三倒四 dian1'san1'dao3'si4
点石成金 dian3'shi2'cheng2'jin1
点头哈腰 dian3'tou2'ha1'yao1
点头之交 dian3'tou2'zhi1'jiao1
电子信箱 dian4'zi3'xin4'xiang1
电子音乐 dian4'zi3'yin1'yue4
电子邮件 dian4'zi3'you2'jian4
电磁污染 dian4'ci2'wu1'ran3
电话会议 dian4'hua4'hui4'yi4
电化教育 dian4'hua4'jiao4'yu4
电热水器 dian4're4'shui3'qi4
电声乐队 dian4'sheng1'yue4'dui4
电视大学 dian4'shi4'da4'xue2
电视频道 dian4'shi4'pin2'dao4
电子词典 dian4'zi3'ci2'dian3
电子汇款 dian4'zi3'hui4'kuan3
电子货币 dian4'zi3'huo4'bi4
电子垃圾 dian4'zi3'la1'ji1
电子商务 dian4'zi3'shang1'wu4
电子图书 dian4'zi3'tu2'shu1
电子玩具 dian4'zi3'wan2'ju4
刁钻古怪 diao1'zuan1'gu3'guai4
雕虫小技 diao1'chong2'xiao3'ji4
雕梁画栋 diao1'liang2'hua4'dong4
雕梁画柱 diao1'liang2'hua4'zhu4
吊儿郎当 diao4'er'lang2'dang1
吊民伐罪 diao4'min2'fa2'zui4
调兵遣将 diao4'bing1'qian3'jiang4
调虎离山 diao4'hu3'li2'shan1
掉以轻心 diao4'yi3'qing1'xin1
跌跌撞撞 die1'die1'zhuang4'zhuang4
喋喋不休 die2'die2'bu4'xiu1
叠床架屋 die2'chuang2'jia4'wu1
顶天立地 ding3'tian1'li4'di4
顶头上司 ding3'tou2'shang4'si
顶礼膜拜 ding3'li3'mo2'bai4
鼎鼎大名 ding3'ding3'da4'ming2
鼎力相助 ding3'li4'xiang1'zhu4
鼎足之势 ding3'zu2'zhi1'shi4
定时炸弹 ding4'shi2'zha4'dan4
定向培养 ding4'xiang4'pei2'yang3
定向培育 ding4'xiang4'pei2'yu4
丢盔弃甲 diu1'kui1'qi4'jia3
丢三落四 diu1'san1'la4'si4
丢卒保车 diu1'zu2'bao3'ju1
东奔西走 dong1'ben1'xi1'zou3
东窗事发 dong1'chuang1'shi4'fa1
东倒西歪 dong1'dao3'xi1'wai1
东郭先生 dong1'guo1'xian1'sheng1
东拉西扯 dong1'la1'xi1'che3
东鳞西爪 dong1'lin2'xi1'zhao3
东挪西借 dong1'nuo2'xi1'jie4
东跑西颠 dong1'pao3'xi1'dian1
东拼西凑 dong1'pin1'xi1'cou4
东山再起 dong1'shan1'zai4'qi3
东施效颦 dong1'shi1'xiao4'pin2
东张西望 dong1'zhang1'xi1'wang4
冬虫夏草 dong1'chong2'xia4'cao3
动脉硬化 dong4'mai4'ying4'hua4
动人心魄 dong4'ren2'xin1'po4
动人心弦 dong4'ren2'xin1'xian2
动手动脚 dong4'shou3'dong4'jiao3
动辄得咎 dong4'zhe2'de2'jiu4
动真格的 dong4'zhen1'ge2'de
洞房花烛 dong4'fang2'hua1'zhu2
洞若观火 dong4'ruo4'guan1'huo3
洞天福地 dong4'tian1'fu2'di4
斗转星移 dou3'zhuan3'xing1'yi2
斗心眼儿 dou4'xin1'yan3'er
豆腐脑儿 dou4'fu'nao3'er
豆蔻年华 dou4'kou4'nian2'hua2
独当一面 du2'dang1'yi1'mian4
独具慧眼 du2'ju4'hui4'yan3
独出心裁 du2'chu1'xin1'cai2
独到之处 du2'dao4'zhi1'chu4
独断专行 du2'duan4'zhuan1'xing2
独具匠心 du2'ju4'jiang4'xin1
独具一格 du2'ju4'yi1'ge2
独具只眼 du2'ju4'zhi1'yan3
独立王国 du2'li4'wang2'guo2
独领风骚 du2'ling3'feng1'sao1
独门独院 du2'men2'du2'yuan4
独木难支 du2'mu4'nan2'zhi1
独辟蹊径 du2'pi4'xi1'jing4
独善其身 du2'shan4'qi2'shen1
独生子女 du2'sheng1'zi3'nv3
独树一帜 du2'shu4'yi1'zhi4
独一无二 du2'yi1'wu2'er4
独占鳌头 du2'zhan4'ao2'tou2
睹物伤情 du3'wu4'shang1'qing2
睹物思人 du3'wu4'si1'ren2
肚脐眼儿 du4'qi2'yan3'er2
度日如年 du4'ri4'ru2'nian2
短兵相接 duan3'bing1'xiang1'jie1
断壁残垣 duan4'bi4'can2'yuan2
断断续续 duan4'duan4'xu4'xu4
断垣残壁 duan4'yuan2'can2'bi4
断章取义 duan4'zhang1'qu3'yi4
断子绝孙 duan4'zi3'jue2'sun1
对簿公堂 dui4'bu4'gong1'tang2
对答如流 dui4'da2'ru2'liu2
对号入座 dui4'hao4'ru4'zuo4
对口相声 dui4'kou3'xiang4'sheng
对牛弹琴 dui4'niu2'tan2'qin2
对症下药 dui4'zheng4'xia4'yao4
顿开茅塞 dun4'kai1'mao2'se4
多边贸易 duo1'bian1'mao4'yi4
多才多艺 duo1'cai2'duo1'yi4
多吃多占 duo1'chi1'duo1'zhan4
多愁善感 duo1'chou2'shan4'gan3
多此一举 duo1'ci3'yi1'ju3
多多益善 duo1'duo1'yi4'shan4
多管闲事 duo1'guan3'xian2'shi4
多快好省 duo1'kuai4'hao3'sheng3
多劳多得 duo1'lao2'duo1'de2
多谋善断 duo1'mou2'shan4'duan4
多难兴邦 duo1'nan4'xing1'bang1
多如牛毛 duo1'ru2'niu2'mao2
多事之秋 duo1'shi4'zhi1'qiu1
多灾多难 duo1'zai1'duo1'nan4
多种多样 duo1'zhong3'duo1'yang4
多种经营 duo1'zhong3'jing1'ying2
多姿多彩 duo1'zi1'duo1'cai3
多嘴多舌 duo1'zui3'duo1'she2
咄咄逼人 duo1'duo1'bi1'ren2
咄咄怪事 duo1'duo1'guai4'shi4
哆哆嗦嗦 duo1'duo1'suo1'suo1
夺眶而出 duo2'kuang4'er2'chu1
夺门而出 duo2'men2'er2'chu1
踱来踱去 duo2'lai2'duo2'qu4
躲躲闪闪 duo3'duo3'shan3'shan3
阿弥陀佛 e1'mi2'tuo2'fo2
阿谀逢迎 e1'yu2'feng2'ying2
阿谀奉承 e1'yu2'feng4'cheng
婀娜多姿 e1'nuo2'duo1'zi1
俄罗斯族 e2'luo2'si1'zu2
鹅毛大雪 e2'mao2'da4'xue3
额手称庆 e2'shou3'cheng1'qing4
厄尔尼诺 e4'er3'ni2'nuo4
恶贯满盈 e4'guan4'man3'ying2
恶声恶气 e4'sheng1'e4'qi4
恶性肿瘤 e4'xing4'zhong3'liu2
饿虎扑食 e4'hu3'pu1'shi2
鄂伦春族 e4'lun2'chun1'zu2
鄂温克族 e4'wen1'ke4'zu2
恩断义绝 en1'duan4'yi4'jue2
恩将仇报 en1'jiang1'chou2'bao4
恩重如山 en1'zhong4'ru2'shan1
儿女情长 er2'nv3'qing2'chang2
儿女亲家 er2'nv3'qing4'jia
儿媳妇儿 er2'xi2'fu'er
尔虞我诈 er3'yu2'wo3'zha4
耳鬓厮磨 er3'bin4'si1'mo2
耳聪目明 er3'cong1'mu4'ming2
耳朵眼儿 er3'duo'yan3'er
耳目一新 er3'mu4'yi1'xin1
耳濡目染 er3'ru2'mu4'ran3
耳软心活 er3'ruan3'xin1'huo2
耳熟能详 er3'shu2'neng2'xiang2
耳提面命 er3'ti2'mian4'ming4
耳闻目睹 er3'wen2'mu4'du3
二次能源 er4'ci4'neng2'yuan2
二道贩子 er4'dao4'fan4'zi3
二话不说 er4'hua4'bu4'shuo1
二话没说 er4'hua4'mei2'shuo1
二氧化硫 er4'yang3'hua4'liu2
二氧化碳 er4'yang3'hua4'tan4
发达国家 fa1'da2'guo2'jia1
发愤图强 fa1'fen4'tu2'qiang2
发号施令 fa1'hao4'shi1'ling4
发家致富 fa1'jia1'zhi4'fu4
发人深思 fa1'ren2'shen1'si1
发人深省 fa1'ren2'shen1'xing3
发扬光大 fa1'yang2'guang1'da4
发自肺腑 fa1'zi4'fei4'fu3
法不责众 fa3'bu4'ze2'zhong4
幡然悔悟 fan1'ran2'hui3'wu4
翻江倒海 fan1'jiang1'dao3'hai3
翻来覆去 fan1'lai2'fu4'qu4
翻山越岭 fan1'shan1'yue4'ling3
翻天覆地 fan1'tian1'fu4'di4
翻箱倒柜 fan1'xiang1'dao3'gui4
翻云覆雨 fan1'yun2'fu4'yu3
凡夫俗子 fan2'fu1'su2'zi3
烦琐哲学 fan2'suo3'zhe2'xue2
繁花似锦 fan2'hua1'si4'jin3
繁荣昌盛 fan2'rong2'chang1'sheng4
繁文缛节 fan2'wen2'ru4'jie2
反败为胜 fan3'bai4'wei2'sheng4
反唇相讥 fan3'chun2'xiang1'ji1
反腐倡廉 fan3'fu3'chang4'lian2
反复无常 fan3'fu4'wu2'chang2
反戈一击 fan3'ge1'yi1'ji1
反攻倒算 fan3'gong1'dao4'suan4
反躬自问 fan3'gong1'zi4'wen4
反客为主 fan3'ke4'wei2'zhu3
反目成仇 fan3'mu4'cheng2'chou2
反求诸己 fan3'qiu2'zhu1'ji3
反坦克炮 fan3'tan3'ke4'pao4
反咬一口 fan3'yao3'yi1'kou3
反之亦然 fan3'zhi1'yi4'ran2
返老还童 fan3'lao3'huan2'tong2
返璞归真 fan3'pu2'gui1'zhen1
犯上作乱 fan4'shang4'zuo4'luan4
泛泛而谈 fan4'fan4'er2'tan2
方方面面 fang1'fang1'mian4'mian4
方兴未艾 fang1'xing1'wei4'ai4
防微杜渐 fang2'wei1'du4'jian4
防暴警察 fang2'bao4'jing3'cha2
防不胜防 fang2'bu4'sheng4'fang2
防毒面具 fang2'du2'mian4'ju4
防患未然 fang2'huan4'wei4'ran2
防卫过当 fang2'wei4'guo4'dang4
访贫问苦 fang3'pin2'wen4'ku3
访问学者 fang3'wen4'xue2'zhe3
放开手脚 fang4'kai1'shou3'jiao3
放荡不羁 fang4'dang4'bu4'ji1
放浪形骸 fang4'lang4'xing2'hai2
放虎归山 fang4'hu3'gui1'shan1
放任自流 fang4'ren4'zi4'liu2
飞短流长 fei1'duan3'liu2'chang2
飞黄腾达 fei1'huang2'teng2'da2
飞来横祸 fei1'lai2'heng4'huo4
飞禽走兽 fei1'qin2'zou3'shou4
飞沙走石 fei1'sha1'zou3'shi2
飞檐走壁 fei1'yan2'zou3'bi4
飞扬跋扈 fei1'yang2'ba2'hu4
飞针走线 fei1'zhen1'zou3'xian4
非此即彼 fei1'ci3'ji2'bi3
非驴非马 fei1'lv2'fei1'ma3
非亲非故 fei1'qin1'fei1'gu4
非同凡响 fei1'tong2'fan2'xiang3
非同小可 fei1'tong2'xiao3'ke3
非同寻常 fei1'tong2'xun2'chang2
非同一般 fei1'tong2'yi1'ban1
肥头大耳 fei2'tou2'da4'er3
匪夷所思 fei3'yi2'suo3'si1
废寝忘食 fei4'qin3'wang4'shi2
废铜烂铁 fei4'tong2'lan4'tie3
沸反盈天 fei4'fan3'ying2'tian1
沸沸扬扬 fei4'fei4'yang2'yang2
肺腑之言 fei4'fu3'zhi1'yan2
费尽心机 fei4'jin4'xin1'ji1
费尽心思 fei4'jin4'xin1'si
费尽心血 fei4'jin4'xin1'xue4
分秒必争 fen1'miao3'bi4'zheng1
分崩离析 fen1'beng1'li2'xi1
分道扬镳 fen1'dao4'yang2'biao1
分而治之 fen1'er2'zhi4'zhi1
分门别类 fen1'men2'bie2'lei4
分庭抗礼 fen1'ting2'kang4'li3
纷纷扬扬 fen1'fen1'yang2'yang2
纷至沓来 fen1'zhi4'ta4'lai2
焚书坑儒 fen2'shu1'keng1'ru2
粉墨登场 fen3'mo4'deng1'chang3
粉雕玉琢 fen3'diao1'yu4'zhuo2
粉身碎骨 fen3'shen1'sui4'gu3
奋笔疾书 fen4'bi3'ji2'shu1
奋不顾身 fen4'bu4'gu4'shen1
奋发图强 fen4'fa1'tu2'qiang2
奋发向上 fen4'fa1'xiang4'shang4
奋发有为 fen4'fa1'you3'wei2
奋起直追 fen4'qi3'zhi2'zhui1
奋勇当先 fen4'yong3'dang1'xian1
愤愤不平 fen4'fen4'bu4'ping2
愤世嫉俗 fen4'shi4'ji2'su2
丰富多彩 feng1'fu4'duo1'cai3
丰功伟绩 feng1'gong1'wei3'ji4
丰衣足食 feng1'yi1'zu2'shi2
风花雪月 feng1'hua1'xue3'yue4
风吹雨打 feng1'chui1'yu3'da3
风华正茂 feng1'hua2'zheng4'mao4
风度翩翩 feng1'du4'pian1'pian1
风烛残年 feng1'zhu2'can2'nian2
风雨飘摇 feng1'yu3'piao1'yao2
风云人物 feng1'yun2'ren2'wu4
风姿绰约 feng1'zi1'chuo4'yue1
风餐露宿 feng1'can1'lu4'su4
风尘仆仆 feng1'chen2'pu2'pu2
风驰电掣 feng1'chi2'dian4'che4
风吹草动 feng1'chui1'cao3'dong4
风吹日晒 feng1'chui1'ri4'shai4
风吹雨淋 feng1'chui1'yu3'lin2
风刀霜剑 feng1'dao1'shuang1'jian4
风风火火 feng1'feng1'huo3'huo3
风风雨雨 feng1'feng1'yu3'yu3
风光旖旎 feng1'guang1'yi3'ni3
风和日丽 feng1'he2'ri4'li4
风景如画 feng1'jing3'ru2'hua4
风卷残云 feng1'juan3'can2'yun2
风口浪尖 feng1'kou3'lang4'jian1
风流倜傥 feng1'liu2'ti4'tang3
风流云散 feng1'liu2'yun2'san4
风流韵事 feng1'liu2'yun4'shi4
风靡一时 feng1'mi3'yi1'shi2
风平浪静 feng1'ping2'lang4'jing4
风起云涌 feng1'qi3'yun2'yong3
风声鹤唳 feng1'sheng1'he4'li4
风调雨顺 feng1'tiao2'yu3'shun4
风行一时 feng1'xing2'yi1'shi2
风雪交加 feng1'xue3'jiao1'jia1
风言风语 feng1'yan2'feng1'yu3
风雨交加 feng1'yu3'jiao1'jia1
风雨如晦 feng1'yu3'ru2'hui4
风雨如磐 feng1'yu3'ru2'pan2
风雨同舟 feng1'yu3'tong2'zhou1
风雨无阻 feng1'yu3'wu2'zu3
风云变幻 feng1'yun2'bian4'huan4
风云突变 feng1'yun2'tu1'bian4
封官许愿 feng1'guan1'xu3'yuan4
封建主义 feng1'jian4'zhu3'yi4
封妻荫子 feng1'qi1'yin4'zi3
封山育林 feng1'shan1'yu4'lin2
疯疯癫癫 feng1'feng1'dian1'dian1
峰回路转 feng1'hui2'lu4'zhuan3
锋芒毕露 feng1'mang2'bi4'lu4
蜂拥而上 feng1'yong1'er2'shang4
蜂拥而至 feng1'yong1'er2'zhi4
逢场作戏 feng2'chang3'zuo4'xi4
逢凶化吉 feng2'xiong1'hua4'ji2
凤毛麟角 feng4'mao2'lin2'jiao3
奉公守法 feng4'gong1'shou3'fa3
奉若神明 feng4'ruo4'shen2'ming2
夫唱妇随 fu1'chang4'fu4'sui2
敷衍了事 fu1'yan3'liao3'shi4
敷衍塞责 fu1'yan3'se4'ze2
扶老携幼 fu2'lao3'xie2'you4
扶贫济困 fu2'pin2'ji4'kun4
扶危济困 fu2'wei1'ji4'kun4
扶摇直上 fu2'yao2'zhi2'shang4
扶正祛邪 fu2'zheng4'qu1'xie2
浮光掠影 fu2'guang1'lve4'ying3
浮动工资 fu2'dong4'gong1'zi1
浮皮潦草 fu2'pi2'liao2'cao3
浮想联翩 fu2'xiang3'lian2'pian1
福利彩票 fu2'li4'cai3'piao4
福尔马林 fu2'er3'ma3'lin2
福无双至 fu2'wu2'shuang1'zhi4
福至心灵 fu2'zhi4'xin1'ling2
福如东海 fu2'ru2'dong1'hai3
抚今追昔 fu3'jin1'zhui1'xi1
俯拾即是 fu3'shi2'ji2'shi4
俯拾皆是 fu3'shi2'jie1'shi4
俯首帖耳 fu3'shou3'tie1'er3
釜底抽薪 fu3'di3'chou1'xin1
釜底游鱼 fu3'di3'you2'yu2
付之东流 fu4'zhi1'dong1'liu2
付之一炬 fu4'zhi1'yi1'ju4
付之一笑 fu4'zhi1'yi1'xiao4
付诸东流 fu4'zhu1'dong1'liu2
妇道人家 fu4'dao4'ren2'jia1
妇孺皆知 fu4'ru2'jie1'zhi1
负荆请罪 fu4'jing1'qing3'zui4
负隅顽抗 fu4'yu2'wan2'kang4
附庸风雅 fu4'yong1'feng1'ya3
复杂劳动 fu4'za2'lao2'dong4
赴汤蹈火 fu4'tang1'dao3'huo3
富国强兵 fu4'guo2'qiang2'bing1
富丽堂皇 fu4'li4'tang2'huang2
富商大贾 fu4'shang1'da4'gu3
腹背受敌 fu4'bei4'shou4'di2
覆水难收 fu4'shui3'nan2'shou1
伽马射线 ga1'ma3'she4'xian4
改朝换代 gai3'chao2'huan4'dai4
改恶从善 gai3'e4'cong2'shan4
改革开放 gai3'ge2'kai1'fang4
改过自新 gai3'guo4'zi4'xin1
改换门庭 gai3'huan4'men2'ting2
改名换姓 gai3'ming2'huan4'xing4
改天换地 gai3'tian1'huan4'di4
改头换面 gai3'tou2'huan4'mian4
改弦更张 gai3'xian2'geng1'zhang1
改弦易辙 gai3'xian2'yi4'zhe2
改邪归正 gai3'xie2'gui1'zheng4
盖棺论定 gai4'guan1'lun4'ding4
盖世太保 gai4'shi4'tai4'bao3
概莫能外 gai4'mo4'neng2'wai4
干柴烈火 gan1'chai2'lie4'huo3
干脆利落 gan1'cui4'li4'luo
干净利落 gan1'jing4'li4'luo
干鲜果品 gan1'xian1'guo3'pin3
甘拜下风 gan1'bai4'xia4'feng1
甘之如饴 gan1'zhi1'ru2'yi2
肝肠寸断 gan1'chang2'cun4'duan4
肝胆相照 gan1'dan3'xiang1'zhao4
肝脑涂地 gan1'nao3'tu2'di4
赶尽杀绝 gan3'jin4'sha1'jue2
敢为人先 gan3'wei2'ren2'xian1
敢作敢为 gan3'zuo4'gan3'wei2
感恩图报 gan3'en1'tu2'bao4
感恩戴德 gan3'en1'dai4'de2
感激涕零 gan3'ji1'ti4'ling2
感慨万端 gan3'kai3'wan4'duan1
感慨万千 gan3'kai3'wan4'qian1
感慨系之 gan3'kai3'xi4'zhi1
感情用事 gan3'qing2'yong4'shi4
感人肺腑 gan3'ren2'fei4'fu3
感同身受 gan3'tong2'shen1'shou4
感性认识 gan3'xing4'ren4'shi
刚柔相济 gang1'rou2'xiang1'ji4
刚愎自用 gang1'bi4'zi4'yong4
刚正不阿 gang1'zheng4'bu4'e1
